-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 03/31/2021 
Location: Latitude  29.3013   Longitude 94.7977 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3541.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2016,7,22,20,2.19,2.82
2016,7,22,21,1.76,2.6
2016,7,22,22,1.65,2.53
2016,7,22,23,1.52,2.38
2016,7,23,0,1.43,2.28
2016,7,23,1,1.4,2.26
2016,7,23,2,1.33,2.11
2016,7,23,3,1.39,2.17
2016,7,23,4,1.44,2.24
2016,7,23,5,1.67,1.91
2016,7,23,6,2.22,2.23
2016,7,23,7,2.94,3.07
2016,7,23,8,3.85,3.98
2016,7,23,9,4.66,4.79
2016,7,23,10,5.71,5.83
2016,7,23,11,6.2,6.19
2016,7,23,12,6.48,6.35
2016,7,23,13,6.27,6.09
2016,7,23,14,6.11,5.97
2016,7,23,15,5.71,5.55
2016,7,23,16,4.99,4.78
2016,7,23,17,4.28,3.93
2016,7,23,18,3.3,3.54
2016,7,23,19,3.01,3.75
2016,7,23,20,2.52,3.28
2016,7,23,21,2.28,3.11
2016,7,23,22,1.76,2.72
2016,7,23,23,1.46,2.33
2016,7,24,0,1.18,1.9
2016,7,24,1,0.97,1.51
2016,7,24,2,0.69,1.09
2016,7,24,3,0.38,0.7
2016,7,24,4,0.14,0.24
2016,7,24,5,1.15,1.1
2016,7,24,6,1.78,1.6
2016,7,24,7,1.66,1.4
2016,7,24,8,1.23,0.92
2016,7,24,9,1.37,1.14
2016,7,24,10,1.73,1.51
2016,7,24,11,1.89,1.7
2016,7,24,12,2.05,1.88
2016,7,24,13,2.34,2.21
2016,7,24,14,2.74,2.63
2016,7,24,15,2.97,2.86
2016,7,24,16,2.92,2.82
2016,7,24,17,2.49,2.36
2016,7,24,18,1.44,2.1
2016,7,24,19,1.55,2.3
2016,7,24,20,1.56,2.13
2016,7,24,21,1.49,1.94
2016,7,24,22,1.45,1.84
2016,7,24,23,1.33,1.64
2016,7,25,0,1.3,1.57
2016,7,25,1,1.32,1.61
2016,7,25,2,1.32,1.61
2016,7,25,3,1.36,1.7
2016,7,25,4,1.38,1.82
2016,7,25,5,1.27,1.88
2016,7,25,6,2.19,2.27
2016,7,25,7,3.25,3.28
2016,7,25,8,3.46,3.28
2016,7,25,9,3.5,3.23
2016,7,25,10,3.74,3.37
2016,7,25,11,4.07,3.63
2016,7,25,12,4.37,3.93
2016,7,25,13,4.67,4.27
2016,7,25,14,4.91,4.55
2016,7,25,15,4.77,4.43
2016,7,25,16,4.14,3.84
2016,7,25,17,3.31,3.04
2016,7,25,18,2.02,2.39
2016,7,25,19,1.64,2.33
2016,7,25,20,1.47,2.21
2016,7,25,21,1.43,2.17
2016,7,25,22,1.38,1.95
2016,7,25,23,1.34,1.71
2016,7,26,0,1.17,1.45
2016,7,26,1,0.94,1.13
2016,7,26,2,0.72,0.88
2016,7,26,3,0.44,0.52
2016,7,26,4,0.13,0.16
2016,7,26,5,0.49,0.54
2016,7,26,6,0.51,0.51
2016,7,26,7,0.15,0.2
2016,7,26,8,0.82,0.66
2016,7,26,9,1.43,1.08
2016,7,26,10,1.74,1.31
2016,7,26,11,2.03,1.6
2016,7,26,12,2.28,1.87
2016,7,26,13,2.4,2.04
2016,7,26,14,2.56,2.24
2016,7,26,15,2.75,2.43
2016,7,26,16,2.76,2.47
2016,7,26,17,2.42,2.22
2016,7,26,18,1.3,1.77
2016,7,26,19,1.16,1.57
2016,7,26,20,1.14,1.42
2016,7,26,21,1.13,1.35
2016,7,26,22,1.08,1.3
2016,7,26,23,0.98,1.17
2016,7,27,0,0.89,1.04
2016,7,27,1,0.7,0.83
2016,7,27,2,0.48,0.56
2016,7,27,3,0.42,0.48
2016,7,27,4,0.56,0.65
2016,7,27,5,0.67,0.78
2016,7,27,6,0.56,0.58
2016,7,27,7,0.66,0.4
2016,7,27,8,1.19,0.82
2016,7,27,9,1.79,1.31
2016,7,27,10,2.52,1.87
2016,7,27,11,3.18,2.41
2016,7,27,12,3.67,2.84
2016,7,27,13,3.95,3.11
2016,7,27,14,4.04,3.25
2016,7,27,15,3.85,3.21
2016,7,27,16,3.42,2.94
2016,7,27,17,2.65,2.38
2016,7,27,18,1.38,1.79
2016,7,27,19,1.28,1.59
2016,7,27,20,1.16,1.54
2016,7,27,21,1.16,1.54
2016,7,27,22,1.24,1.56
2016,7,27,23,1.21,1.48
2016,7,28,0,1.09,1.3
2016,7,28,1,0.92,1.1
2016,7,28,2,0.68,0.82
2016,7,28,3,0.39,0.45
2016,7,28,4,0.33,0.38
2016,7,28,5,0.63,0.76
2016,7,28,6,0.9,1.08
2016,7,28,7,1.33,1.29
2016,7,28,8,2.13,1.78
2016,7,28,9,2.35,1.85
2016,7,28,10,2.58,2.02
2016,7,28,11,2.87,2.28
2016,7,28,12,3.11,2.52
2016,7,28,13,3.2,2.66
2016,7,28,14,3.15,2.71
2016,7,28,15,2.98,2.68
2016,7,28,16,2.73,2.55
2016,7,28,17,2.13,2.2
2016,7,28,18,1.3,1.85
2016,7,28,19,1.22,1.71
2016,7,28,20,1.19,1.75
2016,7,28,21,1.14,1.74
2016,7,28,22,1.23,1.87
2016,7,28,23,1.28,1.95
2016,7,29,0,1.3,1.82
2016,7,29,1,1.23,1.61
2016,7,29,2,1.06,1.39
2016,7,29,3,0.98,1.3
2016,7,29,4,0.95,1.23
2016,7,29,5,1.0,1.2
2016,7,29,6,1.5,1.48
2016,7,29,7,1.92,1.82
2016,7,29,8,2.24,2.05
2016,7,29,9,2.6,2.31
2016,7,29,10,2.98,2.59
2016,7,29,11,3.41,2.92
2016,7,29,12,3.72,3.19
2016,7,29,13,3.9,3.38
2016,7,29,14,3.94,3.48
2016,7,29,15,3.85,3.48
2016,7,29,16,3.66,3.34
2016,7,29,17,2.99,2.74
2016,7,29,18,1.9,2.18
2016,7,29,19,1.55,2.18
2016,7,29,20,1.49,2.32
2016,7,29,21,1.47,2.25
2016,7,29,22,1.39,2.07
2016,7,29,23,1.37,2.03
2016,7,30,0,1.31,1.93
2016,7,30,1,1.2,1.73
2016,7,30,2,1.06,1.44
2016,7,30,3,0.73,0.92
2016,7,30,4,0.74,0.85
2016,7,30,5,1.04,1.16
2016,7,30,6,0.6,0.65
2016,7,30,7,0.98,0.88
2016,7,30,8,2.18,1.94
2016,7,30,9,3.13,2.7
2016,7,30,10,3.78,3.24
2016,7,30,11,4.19,3.61
2016,7,30,12,4.46,3.9
2016,7,30,13,4.61,4.12
2016,7,30,14,4.57,4.13
2016,7,30,15,4.3,3.91
2016,7,30,16,3.76,3.44
2016,7,30,17,3.09,2.87
2016,7,30,18,1.9,2.33
2016,7,30,19,1.63,2.26
2016,7,30,20,1.61,2.4
2016,7,30,21,1.49,2.17
2016,7,30,22,1.4,2.1
2016,7,30,23,1.14,1.59
2016,7,31,0,0.71,0.96
2016,7,31,1,0.33,0.43
2016,7,31,2,0.17,0.21
2016,7,31,3,0.78,0.98
2016,7,31,4,0.92,1.13
2016,7,31,5,0.84,1.03
2016,7,31,6,0.77,0.96
2016,7,31,7,0.74,0.7
2016,7,31,8,1.42,1.08
2016,7,31,9,2.07,1.57
2016,7,31,10,2.6,2.04
2016,7,31,11,3.02,2.41
2016,7,31,12,3.49,2.84
2016,7,31,13,3.84,3.19
2016,7,31,14,3.97,3.38
2016,7,31,15,4.02,3.5
2016,7,31,16,4.01,3.57
2016,7,31,17,3.55,3.2
2016,7,31,18,2.41,2.59
2016,7,31,19,2.21,2.54
2016,7,31,20,2.09,2.4
2016,7,31,21,1.97,2.32
2016,7,31,22,1.7,2.06
2016,7,31,23,1.34,1.5
2016,8,1,0,0.76,0.97
2016,8,1,1,0.5,0.64
2016,8,1,2,0.39,0.51
2016,8,1,3,0.67,0.85
2016,8,1,4,0.96,1.19
2016,8,1,5,1.14,1.32
2016,8,1,6,1.32,1.37
2016,8,1,7,1.21,1.26
2016,8,1,8,1.48,1.33
2016,8,1,9,2.14,1.8
2016,8,1,10,2.76,2.37
2016,8,1,11,3.3,2.9
2016,8,1,12,3.67,3.28
2016,8,1,13,3.91,3.55
2016,8,1,14,4.0,3.67
2016,8,1,15,3.77,3.48
2016,8,1,16,3.31,3.07
2016,8,1,17,2.44,2.4
2016,8,1,18,1.42,1.93
2016,8,1,19,1.35,1.84
2016,8,1,20,1.25,1.82
2016,8,1,21,1.23,1.83
2016,8,1,22,1.18,1.77
2016,8,1,23,1.12,1.68
2016,8,2,0,0.95,1.48
2016,8,2,1,0.73,1.1
2016,8,2,2,0.49,0.64
2016,8,2,3,0.65,0.83
2016,8,2,4,0.98,1.21
2016,8,2,5,1.13,1.34
2016,8,2,6,1.23,1.29
2016,8,2,7,0.56,0.58
2016,8,2,8,1.4,1.22
2016,8,2,9,2.63,2.3
2016,8,2,10,3.41,2.98
2016,8,2,11,3.83,3.36
2016,8,2,12,3.97,3.52
2016,8,2,13,3.98,3.55
2016,8,2,14,3.89,3.51
2016,8,2,15,3.63,3.31
2016,8,2,16,3.15,2.9
2016,8,2,17,2.19,2.27
2016,8,2,18,1.45,1.81
2016,8,2,19,1.4,1.68
2016,8,2,20,1.33,1.67
2016,8,2,21,1.28,1.68
2016,8,2,22,1.2,1.6
2016,8,2,23,1.09,1.43
2016,8,3,0,0.96,1.25
2016,8,3,1,0.82,1.07
2016,8,3,2,0.69,0.92
2016,8,3,3,0.56,0.71
2016,8,3,4,0.53,0.67
2016,8,3,5,0.69,0.83
2016,8,3,6,0.37,0.34
2016,8,3,7,0.62,0.46
2016,8,3,8,1.37,1.07
2016,8,3,9,1.97,1.6
2016,8,3,10,2.33,1.92
2016,8,3,11,2.64,2.21
2016,8,3,12,2.98,2.55
2016,8,3,13,3.3,2.86
2016,8,3,14,3.51,3.05
2016,8,3,15,3.48,3.06
2016,8,3,16,3.28,2.95
2016,8,3,17,2.53,2.56
2016,8,3,18,1.66,2.19
2016,8,3,19,1.4,1.88
2016,8,3,20,1.32,1.78
2016,8,3,21,1.36,1.74
2016,8,3,22,1.4,1.73
2016,8,3,23,1.41,1.77
2016,8,4,0,1.36,1.69
2016,8,4,1,1.23,1.52
2016,8,4,2,1.02,1.23
2016,8,4,3,0.98,1.14
2016,8,4,4,0.99,1.15
2016,8,4,5,0.74,0.84
2016,8,4,6,0.65,0.6
2016,8,4,7,1.13,0.93
2016,8,4,8,2.0,1.61
2016,8,4,9,2.71,2.17
2016,8,4,10,2.97,2.42
2016,8,4,11,2.9,2.39
2016,8,4,12,2.7,2.24
2016,8,4,13,2.54,2.12
2016,8,4,14,2.52,2.1
2016,8,4,15,2.73,2.33
2016,8,4,16,2.82,2.5
2016,8,4,17,2.19,2.32
2016,8,4,18,1.56,1.98
2016,8,4,19,1.39,1.71
2016,8,4,20,1.29,1.62
2016,8,4,21,1.31,1.64
2016,8,4,22,1.29,1.62
2016,8,4,23,1.21,1.56
2016,8,5,0,1.05,1.36
2016,8,5,1,0.96,1.24
2016,8,5,2,1.07,1.38
2016,8,5,3,1.19,1.49
2016,8,5,4,1.04,1.31
2016,8,5,5,0.67,0.86
2016,8,5,6,0.31,0.32
2016,8,5,7,0.76,0.89
2016,8,5,8,1.11,1.02
2016,8,5,9,2.22,1.93
2016,8,5,10,3.12,2.67
2016,8,5,11,3.63,3.1
2016,8,5,12,3.83,3.27
2016,8,5,13,3.9,3.34
2016,8,5,14,3.84,3.33
2016,8,5,15,3.71,3.27
2016,8,5,16,3.39,3.08
2016,8,5,17,2.55,2.54
2016,8,5,18,1.42,2.0
2016,8,5,19,1.28,1.77
2016,8,5,20,1.26,1.74
2016,8,5,21,1.2,1.66
2016,8,5,22,1.07,1.42
2016,8,5,23,1.1,1.43
2016,8,6,0,1.1,1.43
2016,8,6,1,0.96,1.23
2016,8,6,2,0.75,0.92
2016,8,6,3,0.54,0.65
2016,8,6,4,0.45,0.52
2016,8,6,5,0.43,0.48
2016,8,6,6,0.88,0.84
2016,8,6,7,1.54,1.37
2016,8,6,8,2.31,1.94
2016,8,6,9,3.04,2.5
2016,8,6,10,3.69,3.04
2016,8,6,11,4.2,3.49
2016,8,6,12,4.58,3.89
2016,8,6,13,4.79,4.15
2016,8,6,14,4.76,4.2
2016,8,6,15,4.61,4.14
2016,8,6,16,4.08,3.68
2016,8,6,17,3.13,2.82
2016,8,6,18,1.86,2.2
2016,8,6,19,1.62,2.25
2016,8,6,20,1.47,2.14
2016,8,6,21,1.57,2.37
2016,8,6,22,1.58,2.31
2016,8,6,23,1.29,1.57
2016,8,7,0,1.2,1.15
2016,8,7,1,1.72,1.64
2016,8,7,2,1.99,1.95
2016,8,7,3,1.62,2.08
2016,8,7,4,1.49,1.97
2016,8,7,5,1.62,1.83
2016,8,7,6,1.8,1.68
2016,8,7,7,0.83,1.12
2016,8,7,8,1.48,1.51
2016,8,7,9,2.18,1.95
2016,8,7,10,2.63,2.23
2016,8,7,11,3.01,2.47
2016,8,7,12,3.38,2.72
2016,8,7,13,3.63,2.91
2016,8,7,14,3.74,3.02
2016,8,7,15,3.75,3.09
2016,8,7,16,3.55,3.02
2016,8,7,17,2.71,2.69
2016,8,7,18,1.59,2.2
2016,8,7,19,1.39,1.87
2016,8,7,20,1.3,1.74
2016,8,7,21,1.31,1.73
2016,8,7,22,1.32,1.72
2016,8,7,23,1.3,1.62
2016,8,8,0,1.27,1.57
2016,8,8,1,1.25,1.56
2016,8,8,2,1.13,1.41
2016,8,8,3,0.85,1.07
2016,8,8,4,0.82,0.98
2016,8,8,5,0.92,1.13
2016,8,8,6,0.98,1.09
2016,8,8,7,0.35,0.4
2016,8,8,8,1.67,1.31
2016,8,8,9,2.56,2.0
2016,8,8,10,3.07,2.41
2016,8,8,11,3.34,2.63
2016,8,8,12,3.49,2.76
2016,8,8,13,3.56,2.86
2016,8,8,14,3.49,2.85
2016,8,8,15,3.34,2.79
2016,8,8,16,3.14,2.72
2016,8,8,17,2.25,2.36
2016,8,8,18,1.42,1.9
2016,8,8,19,1.25,1.75
2016,8,8,20,1.25,1.78
2016,8,8,21,1.28,1.76
2016,8,8,22,1.31,1.77
2016,8,8,23,1.37,1.89
2016,8,9,0,1.43,1.92
2016,8,9,1,1.43,1.83
2016,8,9,2,1.34,1.64
2016,8,9,3,1.14,1.37
2016,8,9,4,1.05,1.25
2016,8,9,5,0.97,1.27
2016,8,9,6,1.46,1.48
2016,8,9,7,1.68,1.41
2016,8,9,8,1.9,1.38
2016,8,9,9,2.6,1.94
2016,8,9,10,3.42,2.69
2016,8,9,11,3.97,3.21
2016,8,9,12,4.16,3.45
2016,8,9,13,4.09,3.44
2016,8,9,14,3.82,3.22
2016,8,9,15,3.55,3.04
2016,8,9,16,3.3,2.89
2016,8,9,17,2.61,2.57
2016,8,9,18,1.52,2.1
2016,8,9,19,1.45,1.97
2016,8,9,20,1.43,2.0
2016,8,9,21,1.52,2.03
2016,8,9,22,1.55,2.0
2016,8,9,23,1.51,1.91
2016,8,10,0,1.54,1.97
2016,8,10,1,1.5,1.86
2016,8,10,2,1.37,1.66
2016,8,10,3,1.17,1.42
2016,8,10,4,0.98,1.19
2016,8,10,5,0.75,0.95
2016,8,10,6,1.06,1.01
2016,8,10,7,1.69,1.47
2016,8,10,8,2.22,1.86
2016,8,10,9,2.66,2.17
2016,8,10,10,3.12,2.55
2016,8,10,11,3.53,2.94
2016,8,10,12,3.76,3.17
2016,8,10,13,3.81,3.27
2016,8,10,14,3.79,3.29
2016,8,10,15,3.74,3.28
2016,8,10,16,3.45,3.1
2016,8,10,17,2.81,2.64
2016,8,10,18,1.58,2.17
2016,8,10,19,1.45,2.05
2016,8,10,20,1.48,2.08
2016,8,10,21,1.46,2.11
2016,8,10,22,1.44,2.08
2016,8,10,23,1.4,1.97
2016,8,11,0,1.34,1.8
2016,8,11,1,1.21,1.58
2016,8,11,2,1.0,1.25
2016,8,11,3,0.83,0.99
2016,8,11,4,0.76,0.9
2016,8,11,5,0.77,0.9
2016,8,11,6,1.5,1.49
2016,8,11,7,2.29,2.1
2016,8,11,8,2.81,2.46
2016,8,11,9,3.21,2.74
2016,8,11,10,3.59,3.03
2016,8,11,11,3.89,3.27
2016,8,11,12,4.09,3.45
2016,8,11,13,4.16,3.56
2016,8,11,14,4.14,3.6
2016,8,11,15,4.06,3.58
2016,8,11,16,3.84,3.45
2016,8,11,17,2.99,2.88
2016,8,11,18,1.65,2.29
2016,8,11,19,1.51,2.09
2016,8,11,20,1.48,2.08
2016,8,11,21,1.4,1.98
2016,8,11,22,1.41,1.93
2016,8,11,23,1.45,1.94
2016,8,12,0,1.43,1.85
2016,8,12,1,1.46,1.9
2016,8,12,2,1.51,2.0
2016,8,12,3,1.37,1.75
2016,8,12,4,1.15,1.4
2016,8,12,5,0.92,1.07
2016,8,12,6,1.18,1.13
2016,8,12,7,1.61,1.39
2016,8,12,8,2.35,2.0
2016,8,12,9,2.96,2.5
2016,8,12,10,3.46,2.93
2016,8,12,11,3.9,3.34
2016,8,12,12,4.23,3.66
2016,8,12,13,4.39,3.84
2016,8,12,14,4.37,3.87
2016,8,12,15,4.14,3.7
2016,8,12,16,3.65,3.31
2016,8,12,17,2.66,2.6
2016,8,12,18,1.45,2.01
2016,8,12,19,1.27,1.71
2016,8,12,20,1.22,1.59
2016,8,12,21,1.26,1.65
2016,8,12,22,1.36,1.75
2016,8,12,23,1.48,1.92
2016,8,13,0,1.38,1.75
2016,8,13,1,0.94,1.17
2016,8,13,2,0.36,0.43
2016,8,13,3,0.4,0.51
2016,8,13,4,0.91,1.1
2016,8,13,5,0.98,1.22
2016,8,13,6,0.61,0.59
2016,8,13,7,1.5,1.45
2016,8,13,8,2.35,2.11
2016,8,13,9,2.65,2.29
2016,8,13,10,3.0,2.54
2016,8,13,11,3.37,2.86
2016,8,13,12,3.63,3.11
2016,8,13,13,3.75,3.24
2016,8,13,14,3.83,3.31
2016,8,13,15,3.89,3.41
2016,8,13,16,3.71,3.31
2016,8,13,17,2.83,2.79
2016,8,13,18,1.61,2.24
2016,8,13,19,1.41,1.92
2016,8,13,20,1.39,2.02
2016,8,13,21,1.38,2.0
2016,8,13,22,1.41,1.88
2016,8,13,23,1.33,1.78
2016,8,14,0,1.24,1.68
2016,8,14,1,1.3,1.73
2016,8,14,2,1.34,1.73
2016,8,14,3,1.08,1.34
2016,8,14,4,0.71,0.88
2016,8,14,5,0.57,0.67
2016,8,14,6,0.88,0.81
2016,8,14,7,1.09,0.9
2016,8,14,8,1.77,1.55
2016,8,14,9,2.33,2.05
2016,8,14,10,2.79,2.45
2016,8,14,11,3.17,2.79
2016,8,14,12,3.44,3.03
2016,8,14,13,3.5,3.11
2016,8,14,14,3.41,3.03
2016,8,14,15,3.24,2.91
2016,8,14,16,2.91,2.69
2016,8,14,17,2.0,2.24
2016,8,14,18,1.37,1.82
2016,8,14,19,1.25,1.59
2016,8,14,20,1.13,1.47
2016,8,14,21,1.2,1.59
2016,8,14,22,1.29,1.72
2016,8,14,23,1.36,1.76
2016,8,15,0,1.36,1.79
2016,8,15,1,1.31,1.77
2016,8,15,2,1.14,1.47
2016,8,15,3,1.01,1.27
2016,8,15,4,0.84,1.0
2016,8,15,5,0.64,0.79
2016,8,15,6,0.85,0.97
2016,8,15,7,0.73,0.94
2016,8,15,8,1.03,1.1
2016,8,15,9,1.89,1.7
2016,8,15,10,2.75,2.44
2016,8,15,11,3.19,2.81
2016,8,15,12,3.41,2.99
2016,8,15,13,3.53,3.08
2016,8,15,14,3.55,3.1
2016,8,15,15,3.48,3.06
2016,8,15,16,3.24,2.9
2016,8,15,17,2.25,2.56
2016,8,15,18,1.72,2.29
2016,8,15,19,1.47,1.95
2016,8,15,20,1.26,1.66
2016,8,15,21,1.16,1.59
2016,8,15,22,1.17,1.55
2016,8,15,23,1.27,1.61
2016,8,16,0,1.27,1.61
2016,8,16,1,1.23,1.53
2016,8,16,2,1.21,1.45
2016,8,16,3,1.04,1.2
2016,8,16,4,0.59,0.57
2016,8,16,5,0.54,0.55
2016,8,16,6,1.0,0.95
2016,8,16,7,1.77,1.63
2016,8,16,8,2.25,2.09
2016,8,16,9,2.47,2.28
2016,8,16,10,2.75,2.52
2016,8,16,11,3.26,2.96
2016,8,16,12,3.71,3.36
2016,8,16,13,4.02,3.61
2016,8,16,14,4.13,3.72
2016,8,16,15,4.03,3.64
2016,8,16,16,3.67,3.36
2016,8,16,17,2.44,2.77
2016,8,16,18,1.75,2.35
2016,8,16,19,1.48,2.12
2016,8,16,20,1.35,2.03
2016,8,16,21,1.27,1.88
2016,8,16,22,1.27,1.78
2016,8,16,23,1.22,1.68
2016,8,17,0,1.06,1.43
2016,8,17,1,0.81,1.09
2016,8,17,2,0.51,0.69
2016,8,17,3,0.39,0.49
2016,8,17,4,0.48,0.59
2016,8,17,5,0.54,0.7
2016,8,17,6,0.67,0.77
2016,8,17,7,0.5,0.5
2016,8,17,8,1.03,0.81
2016,8,17,9,1.84,1.49
2016,8,17,10,2.6,2.2
2016,8,17,11,3.05,2.64
2016,8,17,12,3.31,2.9
2016,8,17,13,3.49,3.08
2016,8,17,14,3.59,3.17
2016,8,17,15,3.52,3.13
2016,8,17,16,3.3,2.97
2016,8,17,17,2.48,2.51
2016,8,17,18,1.46,2.05
2016,8,17,19,1.28,1.74
2016,8,17,20,1.2,1.64
2016,8,17,21,1.27,1.65
2016,8,17,22,1.27,1.59
2016,8,17,23,1.2,1.47
2016,8,18,0,1.09,1.34
2016,8,18,1,0.98,1.2
2016,8,18,2,0.84,1.05
2016,8,18,3,0.61,0.79
2016,8,18,4,0.58,0.72
2016,8,18,5,1.11,1.39
2016,8,18,6,1.77,1.77
2016,8,18,7,1.34,1.48
2016,8,18,8,1.13,0.84
2016,8,18,9,2.88,2.38
2016,8,18,10,3.24,2.69
2016,8,18,11,3.19,2.64
2016,8,18,12,3.28,2.74
2016,8,18,13,3.48,2.94
2016,8,18,14,3.58,3.07
2016,8,18,15,3.63,3.15
2016,8,18,16,3.47,3.08
2016,8,18,17,2.42,2.62
2016,8,18,18,1.68,2.17
2016,8,18,19,1.47,2.02
2016,8,18,20,1.43,2.02
2016,8,18,21,1.43,1.92
2016,8,18,22,1.32,1.69
2016,8,18,23,1.14,1.45
2016,8,19,0,0.94,1.19
2016,8,19,1,0.85,1.09
2016,8,19,2,0.88,1.12
2016,8,19,3,0.94,1.2
2016,8,19,4,0.94,1.19
2016,8,19,5,0.86,1.11
2016,8,19,6,0.89,0.99
2016,8,19,7,0.72,0.76
2016,8,19,8,1.66,1.42
2016,8,19,9,2.1,1.75
2016,8,19,10,2.5,2.09
2016,8,19,11,2.84,2.38
2016,8,19,12,3.11,2.61
2016,8,19,13,3.28,2.76
2016,8,19,14,3.38,2.86
2016,8,19,15,3.34,2.86
2016,8,19,16,3.09,2.71
2016,8,19,17,2.05,2.39
2016,8,19,18,1.6,2.03
2016,8,19,19,1.34,1.73
2016,8,19,20,1.16,1.56
2016,8,19,21,1.22,1.6
2016,8,19,22,1.23,1.58
2016,8,19,23,1.14,1.43
2016,8,20,0,1.19,1.56
2016,8,20,1,0.73,0.95
2016,8,20,2,0.64,0.87
2016,8,20,3,1.14,1.46
2016,8,20,4,1.56,2.0
2016,8,20,5,1.59,2.08
2016,8,20,6,2.07,2.01
2016,8,20,7,1.84,1.91
2016,8,20,8,0.99,1.18
2016,8,20,9,0.7,0.57
2016,8,20,10,1.59,1.22
2016,8,20,11,2.33,1.92
2016,8,20,12,2.88,2.49
2016,8,20,13,3.26,2.86
2016,8,20,14,3.42,3.02
2016,8,20,15,3.42,3.03
2016,8,20,16,3.06,2.84
2016,8,20,17,1.93,2.36
2016,8,20,18,1.58,1.9
2016,8,20,19,1.37,1.65
2016,8,20,20,1.19,1.5
2016,8,20,21,1.05,1.36
2016,8,20,22,1.0,1.31
2016,8,20,23,0.92,1.21
2016,8,21,0,0.82,1.09
2016,8,21,1,0.7,0.96
2016,8,21,2,0.67,0.9
2016,8,21,3,0.8,1.03
2016,8,21,4,1.01,1.25
2016,8,21,5,1.05,1.31
2016,8,21,6,1.1,1.14
2016,8,21,7,0.61,0.74
2016,8,21,8,1.53,1.33
2016,8,21,9,2.38,2.01
2016,8,21,10,2.97,2.51
2016,8,21,11,3.32,2.8
2016,8,21,12,3.56,3.02
2016,8,21,13,3.74,3.21
2016,8,21,14,3.78,3.27
2016,8,21,15,3.69,3.23
2016,8,21,16,3.33,2.97
2016,8,21,17,2.23,2.45
2016,8,21,18,1.43,1.91
2016,8,21,19,1.08,1.45
2016,8,21,20,0.91,1.25
2016,8,21,21,0.93,1.28
2016,8,21,22,1.29,1.86
2016,8,21,23,1.47,2.37
2016,8,22,0,1.53,2.55
2016,8,22,1,1.3,2.02
2016,8,22,2,1.24,1.87
2016,8,22,3,1.04,1.51
2016,8,22,4,0.49,0.65
2016,8,22,5,0.48,0.53
2016,8,22,6,0.82,0.86
2016,8,22,7,0.16,0.33
2016,8,22,8,1.4,1.06
2016,8,22,9,2.39,1.92
2016,8,22,10,3.01,2.45
2016,8,22,11,3.47,2.88
2016,8,22,12,3.86,3.27
2016,8,22,13,4.12,3.53
2016,8,22,14,4.14,3.61
2016,8,22,15,4.01,3.55
2016,8,22,16,3.6,3.25
2016,8,22,17,2.74,2.62
2016,8,22,18,1.68,2.14
2016,8,22,19,1.4,2.07
2016,8,22,20,1.33,2.03
2016,8,22,21,1.27,1.99
2016,8,22,22,1.28,1.98
2016,8,22,23,1.35,2.02
2016,8,23,0,1.38,1.98
2016,8,23,1,1.36,1.85
2016,8,23,2,1.31,1.74
2016,8,23,3,1.25,1.63
2016,8,23,4,1.12,1.47
2016,8,23,5,0.9,1.16
2016,8,23,6,1.1,1.09
2016,8,23,7,1.68,1.58
2016,8,23,8,2.36,2.19
2016,8,23,9,2.76,2.48
2016,8,23,10,3.1,2.7
2016,8,23,11,3.43,2.97
2016,8,23,12,3.72,3.21
2016,8,23,13,3.83,3.3
2016,8,23,14,3.77,3.27
2016,8,23,15,3.68,3.21
2016,8,23,16,3.39,3.02
2016,8,23,17,2.43,2.57
2016,8,23,18,1.53,2.11
2016,8,23,19,1.28,1.69
2016,8,23,20,1.15,1.62
2016,8,23,21,1.05,1.53
2016,8,23,22,1.04,1.41
2016,8,23,23,1.0,1.31
2016,8,24,0,0.86,1.11
2016,8,24,1,0.69,0.9
2016,8,24,2,0.52,0.64
2016,8,24,3,0.35,0.43
2016,8,24,4,0.27,0.34
2016,8,24,5,0.58,0.72
2016,8,24,6,0.68,0.75
2016,8,24,7,0.78,0.84
2016,8,24,8,1.84,1.71
2016,8,24,9,2.52,2.23
2016,8,24,10,3.12,2.71
2016,8,24,11,3.51,3.03
2016,8,24,12,3.71,3.23
2016,8,24,13,3.74,3.26
2016,8,24,14,3.64,3.19
2016,8,24,15,3.41,3.02
2016,8,24,16,3.11,2.81
2016,8,24,17,2.08,2.35
2016,8,24,18,1.49,1.95
2016,8,24,19,1.27,1.7
2016,8,24,20,1.11,1.51
2016,8,24,21,1.03,1.44
2016,8,24,22,0.98,1.37
2016,8,24,23,0.98,1.32
2016,8,25,0,0.99,1.29
2016,8,25,1,0.89,1.11
2016,8,25,2,0.67,0.85
2016,8,25,3,0.42,0.52
2016,8,25,4,0.19,0.19
2016,8,25,5,0.47,0.56
2016,8,25,6,0.59,0.57
2016,8,25,7,0.72,0.69
2016,8,25,8,1.76,1.56
2016,8,25,9,2.4,2.07
2016,8,25,10,2.87,2.45
